reviews,rating
εξαιρετικο κινητο γρηγορο κρατω μπαταρια εξαιρετικος φωτογραφια κακο λεω εχει ραδιοφωνο συγκρινω samsung a χρονια λεω ευρω λιγοτερος παιρνω alcatel καλο αντιστοιχος samsung διαδεχθηκαν a,5
ειναι λιγο καλος απο alcatel x οθονη ειναι κακος ηχειο ειδιο μονη διαφορας ραμ επεξεργαστη κολαει αλλα σιγουρα λιγοτερο απο x ξερω x μαλον ετερια εκανε ενα μεγαλο λαθος εχω γραψω εκι αξιολογηση,1
ελαφρυ γρηγορο κολληματο εφαρμογης παρασκηνιο καθαρο android δυο εφαρμογης alcatel καλος φωτογραφια φωτεινος οθονη δυο μηνα χρηση δυο κινητος οικογενεια μπορω λεω λειτουργω υποδειγματικα απολυτως κολλημα οθονη τρομερος φωτεινοτητο ηλιο κουραζω συστηνω συσκευη διοτι κανω πραγματικα δουλεια εξαιρετικα Update ηρθε αναβαθμιση προστεθω ραδιοφωνο συσκευη,5
ειναι καταπλικτικο κινητο αξιζω λαυτας αξιζω παρω,5
εξαιρετικο γρηγορο κολληματο εξαιρετικος φωτογραφια,5
λιγες μερα φαινεται χαρα ειδικα λεφτα,4
κατοχος περιπου χρονι iphone πιστευω ειναι καλυτερος iphone εχω παρω ποτε μεγεθο ειναι πρεπει μπαταριας πολυ καλη ειχα πετυχω μεχρι δυο ωρας διαρκει μπαταρια αρχα ειχο παρει μεινω αρκετο καιρος μ αυτο κινητο οτι βλεπω,5
φορα χρησιμοποιω χερι iphone αξιζω λεφτα ευχαριστημενος βγαζω ωραιες φωτογραφια βιντεο δν μετανιωσα συνιστω ανεπιφυλακτα,5
ios χερι κανω βημα βαρεθηκα android κολλω διαστημα βγαζω διαφορα προβλημαα μηνα αρχη δυσκολευτηκα συνηθισω ξεκινησα μαθαινω ενθουσιασμενη δυνατοτητα τρεχω κολλαω χρησιμοποιω δουλεια φωτογραφια απιστευτη βιντεο εκλπληκτικο ευρυγωνιος φακο μπαταρια αναλογα χρηση κρατησω δυο ημερα δυσκολα γυρισω android κερδομαι ταχυτητα φωτογραφια,5
κινητο μηνα λεω desing συγκεκριμενα ασπρος χρωμο απιστευτα ομορφος φαινεται clear χαιρομαι κρατω ωραιος κρατηματας ανετος αισθανομαι κρατω εξαλλου ελαφρυ προσοχη τζαμι εννοειται τζαμακι θηκη μερα ευκολα οθονη σημειο αμφιβαλλω προχωρησω αγορα τηλεφωνο lcd πανελ apple καλος εκδοχη p p παθιασμενοι τεχνολογια απλος καθημερινος χρηστε εξαιρετικος οθονη απολυτως θεμα τελος bezels οντως παχια ακρα οθονη μερα συνηθισω προβλημα οθονη καμερα βιντεο ωρα μιλησω δυνατο σημειο κινητος καμερα τηλεφωνο εξαιρετικος βγαζω πεντακαθαρες φωτογραφια απλο φακο ultra wide τηλεφακο x zoom λειπω κινητο pro μοντελο κυριολεκτικα ασημαντος μπορειτε κανω απλα zoom απλο φακο αποτελεσμαα τηλεφακο κ προσθηκη night mode οποιος μπορειτε βγαλω αφοβα ομορφες φωτογραφια νυχτα τελος αφορω βιντεο ελεγα ξεπερνω κ ακριβος φωτογραφικος μηχανη πεντακαθαρος βιντεο σταθερο φυσικα αληθινα χρωμαα ευκολα τομεας καμερα performance λογισμικο κινητο πηγαινω σφαιρας ζητησει κανω απροβληματιστα απαιτητικα παιχνιδι φυσικα αυτοματα υπονοω κανω ζωη ευκολη καθημερινος χρηση λογισμικο ios λειτουργω βουτυρο smooth μπαταρια τελος μιλησω μπαταρια κινητος αντιθεση παλια μοντελο apple iphone x γινω σημαντικος αναβαθμιση μπαταρια κινητο βγαλω πραγματικα ασπροπροσωπου απαιτητικος χρηστε παιζω ωρες παιχνιδι κανω μπορειτε τηλεφωνο βγαλω κανονικοτατα ολοκληρη μερα απλος χρηστε βλεπω βιντεακιας ακουγω μουσικη στελνω μηνυμαα μπορειτε βγαλω μερα λιγη οικονομια προσωπικα βγαζω ωρες screen on time πραγμα αριστος μπαταρια λεω διαθετω χρηματα φετινος σειρα iphone προχωρηστε αφοβα iphone οποιος λιγη προσοχη βγαλω χρονια,5
κινητο αξιζω αρκετα μπορουσα λεω οποιο σκεγτομαι παρω εγκρινω αλλα τωρα εχει πεσω τιμη γιατι εγς ειχο παρει ευρω ευρς λεω ψεματας αξιζω αλλα τωρα εχει πεσω τιμη προτινω συγουρα καποιον σκεφτω εχω πολυ ωραιος καμερας πολυ ωραιος βιντεο αλλα καποιοσ θελω ζουμ ειναι καλυτερος εμενος ζουμ ειναι καλος παιχνιδιος παιζω ολος πολυ καλα εχω αρκετος καλος ηχειο,4
καλο κινητο μπαταρια καλος καμερα καλος μπορω βρω samsung καλος νομιζω πολυ καλο επρεπε φθηνοτερος,4
καλυτερος παρω χρονο vfm κινητο αγορα εξηγησω εταιρεια χρονο βγαζω νεος συσκευη apple απλα μεταβαση μεγαλος update σχεση προκατοχο μπαταρια επιπεδο ηρθα iphone εφτα plus πραγματικα επαθα πλακα μπαταρια σχεση ποιοτητο βιντεο συνθηκα καλος φωτισμος απλα εξωφρενικος λεω χρησιμοποιω επαγγελματικος χρηση καλος φωτογραφια εξαιρετικο night mode χειροκινητη χρηση αυτοματος βγαινω συγκεκριμενος τηλεφωνο παραπονεθηκαν lcd οθονη διαβεβαιωνω δειτε τεραστιες διαφορες oled πανελ apple συσκευη amoled σχετικα μιλω καλος lcd οθονη μπω κινητο αρνητικο υποθεση μεγαλος notch Ενετοι χρειαζομαι πραγματικα φανταστικο face unlock δουλευω απροβληματιστα μεγαλος apple κινητο υποστηριζω ταχειος φορτιση συσκευη υπαρχω αργος w φορτιστης αγοραστε οπωσδηποτε watt φορτιστη δειτε τεραστιες διαφορα φορτιση ολοκληρωμενος τηλεφωνο παραπονο σημερα απλα εξαιρετικος αγορα,5
κατοχος κινητος μηνα ηρθα xiaomi redmi note φορα iphone καλος μπαταρια κρατω μερα χρηση youtube tik tok instagram κλησει παιχνιδι οθονη full lcd φοβερα χρωμαα τελειος αναλυση καμερα μηλησω τελειες φωτογραφια βιντεο υψηλος αναλυση τελειος σχεδιασμος τελειος χρωμα,5
χρησιμοποιω ωσ δευτερο τηλεφωνο γιατι εχω μεγαλο αδελφακι ωσ βασικος απο αυτο βασικα απανταω περνω τηλεφωνα εχω εταιρικο νουμερο μπαταριας εινια χαλι οθονη εχω πολυ ωραιος αναλυση ηχει ειναι ετσι ετσι Παντωσ περνεισ κανουργιο iphone ειναι bottom of the line αρα περιμενεισ καποια απο αυτα Καλυτερα δωσεισ κατι παραπανω παρεισ pro,3
εξαιρετικος συσκευη πραγματικα αξιζω αγορα προβληματιζω μπαταρια,5
εξαιρετικο κινητο ζηλεψω μαξ κατηγορια ριας φετος θες καλο κινητο κανω σωστα μηλο χασει νεφρο πας,5
παιδιο αμα θελω ενα καλος κινητο ουσιαστικα λιγος λευτος σχεση αλλα iphone αυτο ειναι καλυτερη επιλογη απο ολο,5
overall εξαιρετικο κινητο καλος φωτογραφια καλος ποιοτητο βιντεο καλο ηχειο μουσικος εξαιρετικος οθονη λαγκαρω τρεχω εφαρμογης ευκολα θεμα αντιμετωπομαι χρονο χρηση μπαταρια κρατω λογικο χρησιμοποιω αφορω τιμη βατος ειδικα πεσω,5
αρκετος χρηση καθημερινα χρονο μπαταρια αντεχω μερα φορτισμα κολλαω καλο κρατημας ωραιος οθονη,5
παιδι κινητο υπαρχω περασω android χερι iphone iphone εφτα πεντε μηνα πραγματικα μπορω πιστεψω ενθουσιασμενος κινητο καιρο φανταστικος φωτογραφια φανταστικο λειτουργικο Λενε μειονεκτημα οθονη παιδι πραγματικα ποιοτητο καταλαβαινω διαφορα δευτερη σκεψη καλυτερος χρηματα,5
κατοχος iphone gb white μερα κινητο απλα υπαρχω ευχαριστημενη αποψει μπαταρια βγαζω χρηση μιση μερα ηχειο απιστευτος δυνατο ξυπνητηρι ξυπνω καλος χαχος καμερα φωτογραφια συζητω βλεπω φωτο παθαινω πλακα γρηγορο τρεχω κολλαω πουθενααα ομορφος κομψο χρωμα λευκο λατρευω αρεσω μπροστα μαυρος λευκο συνιστω ανεπιφυλακτα,5
αρνητικο διαρκειο μπαταρια,4
λοιπον iphone πρωτος πεις αυτο κινητο;λοιπον καμερε απο μαξ χρειαζομαι λεω κατι φωτογραφιε βγαζω αυτο κινητο ειναι απλας εξερετικες!παμε οθονη οποια ειναι οθονη p lcd retina μετριος οθονη γενικα χωρις ιδιαιτερα ζωντανος χρωματο πιστος μαυρα αλλα κανω δουλειο γενικα ειναι πολυ καλυτερη οθονη απο αλλες lcd βρησκομαι φθηνοτερος κινηα μπαταριος πανω κατω ωρες screen on time δηλαδη πρακτικα κινητο ποσες ωρε οθονη ειναι ενεργη δουλευω κινητο ειναι αξιοπρεπεστατη ωρας ενα κινητο lcd οθονη μερο βγαζω ανετα πολλες φορε δευτερη αυτα νομιζω χρειαζομαι λεω οτι κινητο ειναι τουφεκι κολλαω πουθενα σχετικα,5
φορα χρηστης apple κινητο οθονη φευγω amoked εντοπιζομαι μικρολεπτομερειες κινητο κορυφος θες λογισμικο θες καμερα θες ηχειο θες μπαταρια ανετος κομψο κινητο,5
ηρθε ωρα αξιολογηση samsung πχ s s note a γενικα αλλαζω κινητα συχνα iphone xs max διλλημο αλλαζω διοτι xs max πηγαινε σφαιρα οθοναρα φοβαμαι ανεπαρκης οθονη κατωτερη αναλυση αναβαθμισος ασπρο λεω μετανιωσα στιγμη αντιθετως κουμπωνω απευθειας χερι xs max βαρυ αβολος μεγαλος οθονη αφορω οθονη διεκρινα απειροελαχιστη διαφορα μερα εθιστηκα super lcd θεμα ζαλαδα κινητο προκαλω θολωνα ζαλαδος οθονη amoled μπαταρια καλος xs max οθονη καταναλωνω λιγοτερη μπαταρια καλος samsung πηγαινω καμερα καμερα iphone pro pro κανω πορτρετο καν κανω ζουμ μεγαλος ευκολια καλος αναλυση ποιος κανω ζουμ μερα απιστευτος χρωμαα καλος selfie καμερα κυκλοφορω γνωμη φυσικα χρωμαα βιντεο μοναδικα καλο θελω επειγοντος θηκη τζαμακι φορα σκεφτομαι θελω κρατησω κινητο χορταινω ελπιζω βοηθησα,5
φορα χρησιμοποιω iphone λεω βολευω πληκτρολογιο θεσει γραμματα βοηθω αυτοματη διορθωση siri χρησιμοποιω βολευω μπορω καλεσω ατομο αγγιζω συσκευη οδηγω πχ νυχτερινος φωτογραφιση εξεπληξε πιστευα διαβαζα κανω λαθος παρω gb gb μικρο προβλημα σχεση υπεροχος χαρακτηριστικα,4
φοβερη συσκευη αξιας τιμη πολυ καλη καμερας ειδικα βιντεο μπαταριας απιθανη εντονη χρηση μεσα μερο αντεχω περιπου ωρε ανεση ταχυτηα ειναι αναμφισβητητη,5
φορα κατοχος iphone προερχομαι κινητα samsung λογισμικο android πιστευα κινητα apple ιδιαιτερες διαφορες samsung κινητα υψηλος τιμη οφειλομαι απλα μηλαρακι στιγμη επιασα κινητο χερι καταλαβα πεσω ευκολος χρηση μαθαινω ευκολα καινουριος μενου καμερα βιντεο επαγγελματικο επιπεδο μερα νυχτα ηχειο κλησει βιντεο οθονη εξαιρετικα ανεβασμενο επιπεδο μπαταρια κρατω σιγουρα μερα κανω βαρια χρηση πηγαινω κ μιαμιση μερα χαλασε κινητο φορτιστης καταλληλος watt φορτισω τ κινητο νομιζω επιστρεψω android υπεροχος κινητα αξιζω ευρω,5
φορα κατοχος κινητου i-phone θετικα ωραιος συσκευη ωραια οθονη ωραιες φωτογραφια ημερα βραδυ απολυτα ικανοποιημενος διαρκειο μπαταρια αρνητικα αρεσω αισθητηρας αναγνωριση αποτυπωματο αναγνωριση προσωπο φανταστειτε μασκα περιμενω κινητο αναγνωρισω βγαλω οθονη pin συμπληρωσω κινητο παρτε θηκη φροντιστε τσεπη κλειδι η κερματας εμφανιστω μικρο-σημαδακια αρεσω βγαλω screenshot παταω κουμπι κουμπι ενταση + κουμπι ενεργοποιηση απενεργοποιηση,4
κινητο καλο γρηγορο θετικα πραγμαα π θεωρω απαραδεκτα ζουμ φωτογραφια ληψη κακος iphone υπαρχω μαχ επρεπε μπροστα οθονη μπορω καλος κινητο π κοστιζω μηνιατικο ταχυ φορτιστη θελω ωρες πηγαινω σιγουρα αξιζω λεφτα απλα καλο κινητο,3
εκτο απο γρηγορος επεξεργαστη υπολοιπος υστερω μικρη μπαταριας εχω fast charging μολι mp camera τεραστιο notch face id ειναι εκνευριστικος γενικο αποφυγω κινηα apple κοστο ειναι απολυτως δυσαναλογο δυνατοτητα προσφερω χαρακτηριστηκος συγκριση αλλα τηλεφωνα ιδιο ευρος χρηματο η ακομη σχεση αρκετος φθηνοτερος κινηα,1
μακραν καλος συσκευη εχω χρησιμοποιησω ημουν κατοχος + δυο χρονια εβγαλε προβλημο αποφασομαι αναβαθμισω συσκευη ειναι πανεμορφη προσωπικα εχω λευκο ειναι τελειος μεγεθο ποιοτηα κατασκευη ειναι κορυφαιος μπαταριας βγαζω ωρε επι οθονη ειναι σχεδον μιαμιση μερο παραλληλη συνδεση airpods apple watch καμερας ειναι τρομερη πορτραιτο ειναι ερωτευσιμος κ πισω κινητο προφανως παει σφαιρας κολλαω οσο οθονη υστερω σχεση μαξ παρατηρησω χρηση διαφορα ειναι τοσος μικρη καταλαβαινω μεσος καταναλωτη ουτε φαινομαι καθημερινη χρηση κατακλειδι ειναι αψεγαδιαστη συσκευη προσωπικα προτεινω ανεπιφυλακτα φαινομαι κρατησω καποια χρονι,5
κατοχος iphone εδω μηνο λογισμικο αρχικος λεω οτι χρειαζομαι σταθω λογισμικο ειναι οτι κορυφαιος υπαρχω αγορο γνωριζω εδω χρονι μπαταριας λεω μπαταριας οτι σκληρη χρηση βγαζω ανετα μερο πρωι μεχρι αργος βραδυ η πρωι επομενης βλεπω πολλος σχολιο παραπονο οτι αργω φορτισω κινητο apple χρησιμοποιω λειτουργι βελτιστοποιηση μπαταρια οπως ονομαζει οποια μετα μειωνω ρυθμο φορτιση καλυτερη διαρκει ζωη μπαταρια αυτο κανω γιατι καποιος ξεχναω κινητο πριζας ωρε η γιατι περιμενω φορτισω κινητο χρησιμοποιησω αποτελεσμο γινομαι συνεχως αυτο φορτιση ξεφορτιση ειναι λιγος σπαστικος αργω αλλα εγω χρησιμοποιω γιατι ειναι οντως εξυπνη λειτουργι οποιος θελω μπορω απενεργοποιησω απο ρυθμισει > μπαταριας ταχυτηα ταχυτητα αστεια γρηγορη βαθμο λες παιζω καμερα οτι καλυτερο κυκλοφορω κινητο χρειαζομαι πολλος λογιας οθονη αγορασω λογω κινητο παρακολουθησα απειρος reviews σχολιο οφειλω λεω οτι δισταγμος ηταν-συμφωνα αυα διαβαζα-στην οθονη σχεση oled oled εχω ψυχρος ασπρο μαυρο υπολοιπος χρωματο βλεπω διαφορας ακομα διπλα βαλει διαφορας χρηματο ηταν ευρω ελεγα οκ παμε pro Αλλα δωσω ευρω παραπανω γιατι οθονη ειναι oled εχω καμερας παραπανω επιπλεον περισσοτερο ζουμ λες ειμαστε επαγγελμετιες φωτογραφοι θεωρω τζαμπα λεφα οθονη iphone στερειται κατι προκειται καλυτερη lcd εχει κυκλοφορησω ποτε οποιος κατηγορι οθονη χρησιμοποιηει apple ποσας χρονι προβω αγορο oled οθονων απο SAMSUNG ξεχναμε οτι apple αγοραζει oled οθονα απο SAMSUNG αυτα λιγος,5
χρηστης android παρω iphone αρχη νευριαζο πηγαινω μαθεις αλλαζει λειτουργια κανω αξιζω χρηματα θελω προσοχη γτ καμερα προεξεχω χρειαζομαι θηκη κ τζαμακι ασχετα π αλλαξω φορα κ σπασω κ βγαλω,5
παρω κινητο μηνα iphone παιρνω μετα g απο χρονια ενδιαμεσα αλλαξα androids κινητο ειναι αψογος τομει normal μεγεθο ιντσες βολικοτατος χερι σχεση ο αλλο βγαινω στιγμη οθονη lcd ειναι αψογη εγω προτιμω καθω amoled κουραστικες ματι καποιο εγω εχω θεμας ημικρανιε πονοκεφαλους καλος υλικα κατασκευη βγαζει φανταστικες φωτογραφιε ειδικα βραδυ night mode videos πραγματικα γρηγορος αφου εναν απο καλυτερους επεξεργαστα υπαρχω κινητο ζεσταινομαι χρηση κανω μπαταρια παρος πολυ καλη τελος στερεοφωνικος ηχει εχω πραγματικα καταλαβαινεις ποιοτητο ηχο καποιου φαινομαι ακριβος γεγονο οτι Apple υποστηριζω λογισμικο επομενος χρονια μετρω παρας διαφορετικα παιρνω android χρονια θελω αλλαγη value for money αφου κινηα apple χανω αξιας ακομα θελω δωσω μελλον,5
απολαυστικο iphone ταχυτητα λογισμικο διαρκειο μπαταρια φωτογραφικος αποτελω δυνατα σημειο λογαριασμο apple χρειαζομαι διαφορετικους λογαριασμου android,5
αγορασα τηλ μηνας χρηση απιστευτη μπαταρια κρατω ωρες οθονη ερχομαι s plus iphone αληθεια νιωθω λες μπηκα κοσμο τεχνολογια καμερα τελειος ακουσω πολου παραπονιουνται οθονη ποιοτητο προσωπικα βρω διαφορα χρωμο μωβ,5
Αναβαθμιση plus θετικα μεγαλος οθονη οχι μεγαλυτερος μεγεθος καλος αναλυση γρηγορο τελειες φωτογραφια ειδικα μαθω night mode παρω καλος τιμη ηθελε Αλλιως ειναι καπως υπερτιμημενος,5
φθηνοτερος κινητο σειρα ευχρηστος λειτουργικο καθημερινοτητα διαβασμας mail επεξεργασιας αρχειο πληρωμη τραπεζος μουσικος δουλεια σπιτι αυτοκινητο ικανοποιω χρηστη smartphones εποχη παραπονο βαλτε ρε παιδι ποιοτητο οθονη pro max αφηστε διαφορα φακου καμερα καλυτερες αγορα κανω φοβερος συνδεσιμοτητα συσκευη apple,5
χρονια android συσκευη αποφασομαι κανω μεταβαση iphone ικανοποιημενος μπορω δηλωνω μπαταριας μπαταρια βγαζω μερα κλησει χαζεμο social media φωτογραφια βιντεο ρουτινα ταξιδιου-διακοπων χαλαρα μερα παραπανω παιχνιδι σημειωθω παιζω bluetooth ακουστικα τερμα φωτεινοτητο οθονη screen on time παιχνιδι ωρες φορτιση πολυ αργος φορτιζω βραδυ θελω φορτιζω μερα καλο παρω ταχυ φορτιστη υποστηριζω ταχυτητα φορτιση καμερε φωτογραφικος μερα καλο φωτισμο βγαζω καλος φωτογραφια βραδυνες ληψει night mode δυνατο τριποδο κανω ωραιες ληψει θελω πηγαινω βημα παραπανω κατεβαζω lightroom πειραζομαι καλυτερος βιντεο μπορειτε κινητο τηλεφωνο ευρυγωνιο φακο λειτουργω night mode σελφι καμερα δυνατος μερα και πορτρετο νυχτερινος ληψη υστερω σημαδευω φλας οθονη οθονη οθονη διαβασει specs καλος αρκετος φωτεινοτητο προβληματισω εντονος φως ημερα βαλω βαλω βιντεο κ καταλαβω διαφορα μικροτερος bezels μοντελο ηχειο δυο ηχειο μερος ακουστικο ακουμε μιλω ενταση ωραιος μπασος ηχο παιζω παιχνιδι βλεπω ταινια φορα ηχειο χαμηλα κλεινω χερι ΣΥΝΔΕΣΗΜΟΤΗΤΑ συνδεομαι συσκευη bluetooth βρισκω εκτυπωτης wifi ευκολος συνδεθω οθονα αυτοκινητο θες λειτουργειες περιφερειακος καλο παρω προϊονα apple η πιστοποιημενο apple π χ huawei gt σοβαρος ελλειψει συνδεσει android μπορω χωρος αποθηκευσης νομιζω gb αναγκαιος κακο γεμισω gb icloud ευρω μηνας υπολογιζομαι σιγουρος μηνιαιος εξοδο ταχυτηα νομιζω προβληματισω ταχυτητα τηλεφωνο αλλωστε περισσοτερος χρησιμοποιουμε δυνατοτητο επεξεργαστη κολλησω εφαρμογης ανοιζω συμβαλω κλειστο λειτουργικο ios διαφορες διαφορες οθονη απλο ips τεχνολογια amoled πιστα μαυρος γενικα χρωμαα αναλυση επισει μεγαλος bezels μικροτερος λεω παραπανω βαλω δειτε διαφορα υλικο κατασκευη ατσαλι απλο αλουμινιος προηγουμενος μοντελο αγορασω βαλω θηκη καταλαβω διαφορα χερι καμερα μερος καμερα απλο μοντελο λειπω καμερα macro λειψει βγαζω αντικειμενο δικαρτο γινω esim ουσιαστικα ενεργοποιω εικονικος σιμ υπαρχω συσκευη στιγμη cosmote υποστηριζω λειτουργω επισει δεχομαι επεκταση μνημη καρτα μνημη συμπερασμας γενικα απλο χρηστη απαιτητικο καλυψω γρηγορος τηλεφωνο αξιοπρεπεστατη οθονη καλος μπαταρια καλος φωτογραφια τελειος βιντεο βαριεστε ευκολα θελω αλλαζω συχνα οψη κινητος κανω μπορειτε αλλαζω φοντο σειρα εικονιδιων,5
